%time,field.header.seq,field.header.stamp,field.header.frame_id,field.q0,field.q1,field.q2,field.q3,field.q4,field.q5,field.q6,field.controller
1604880047419504857,1,0,,0.246729522943,0.746317744255,-0.0375826619565,0.239295884967,0.779743790627,-0.0580612309277,-5.12585302204e-06,
1604880047441635997,2,0,,0.254289001226,0.716166615486,0.0165936760604,0.243143051863,0.768258869648,-0.0419791936874,-5.02264674651e-06,
1604880047522780241,3,0,,0.281844615936,0.55814999342,-0.000765567005146,0.26613920927,0.710589706898,-0.0564805753529,-3.08281887555e-05,
1604880047623552866,4,0,,0.155588939786,0.538676738739,0.0102640539408,0.237790033221,0.750361382961,-0.0446515642107,-2.50538923865e-05,
1604880047725075708,5,0,,0.126079916954,0.470672875643,-0.00940636079758,0.249764919281,0.750472545624,-0.0502525754273,-1.13107653306e-05,
1604880047824247031,6,0,,0.148418024182,0.44032305479,-0.00777536723763,0.238264799118,0.779289126396,-0.0428362078965,-2.46686395258e-05,
1604880047925189155,7,0,,0.192512184381,0.494014203548,0.0164467971772,0.216570466757,0.770206511021,-0.0487975254655,-3.07161872115e-06,
1604880048025261113,8,0,,0.263177871704,0.485590994358,0.0145292524248,0.186879619956,0.768608152866,-0.0528501830995,-1.02736721601e-05,
1604880048126299788,9,0,,0.293229699135,0.489586383104,0.0268372688442,0.169855490327,0.769827127457,-0.0573956482112,-4.80534872622e-05,
1604880048226164857,10,0,,0.282564103603,0.457396060228,0.0281147863716,0.168069928885,0.796225011349,-0.0567717403173,-7.44344697523e-06,
1604880048328310546,11,0,,0.26178252697,0.385135412216,0.0189580973238,0.174007922411,0.826598584652,-0.0576899014413,2.771727452e-07,
1604880048422819689,12,0,,0.2264906317,0.329700022936,0.0159977078438,0.167240217328,0.853798210621,-0.0569922700524,-6.73914064464e-06,
1604880048522033462,13,0,,0.223362609744,0.298987060785,0.0153579292819,0.140578001738,0.864281892776,-0.0621453262866,-1.15476932478e-05,
1604880048625175586,14,0,,0.249321132898,0.292863249779,0.0195082984865,0.100195787847,0.856887221336,-0.071892991662,-1.80290717253e-05,
1604880048726355460,15,0,,0.279352128506,0.302198082209,0.0298876967281,0.0662387832999,0.862958490849,-0.0797036290169,-2.96823236567e-05,
1604880048825769902,16,0,,0.298835396767,0.308548688889,0.0410722121596,0.0502187274396,0.88061439991,-0.0863273739815,-1.91686854123e-06,
1604880048924229527,17,0,,0.298863381147,0.300202459097,0.0453217849135,0.0476858019829,0.920564115047,-0.0830893665552,-2.5047793315e-05,
1604880049021132320,18,0,,0.282681316137,0.28037661314,0.0495975017548,0.0474102906883,0.960396111012,-0.0824456736445,-3.13741884383e-06,
1604880049122170384,19,0,,0.264409929514,0.260899931192,0.0553283691406,0.0356377400458,0.993316233158,-0.0839223638177,-4.82067967766e-08,
1604880049220401451,20,0,,0.253697603941,0.249903604388,0.0625066235662,0.0066141099669,1.01001775265,-0.0877932235599,-1.24949920064e-05,
1604880049320588168,21,0,,0.257407665253,0.252777695656,0.0748137608171,-0.0285002123564,1.02127587795,-0.0946737676859,1.85803884278e-07,
1604880049425294316,22,0,,0.268665701151,0.264329999685,0.0892548859119,-0.0591386891901,1.03312957287,-0.101113788784,-5.66359722143e-06,
1604880049522570677,23,0,,0.2730922997,0.271444827318,0.1043869555,-0.0728785395622,1.05922949314,-0.105408750474,-2.79504632772e-07,
1604880049621802719,24,0,,0.269660621881,0.26890963316,0.117203548551,-0.0776472240686,1.09516167641,-0.10684376955,-2.51078927249e-05,
1604880049726301678,25,0,,0.256545066833,0.259615063667,0.127790227532,-0.0805782154202,1.13022553921,-0.107702448964,-7.6650403571e-06,
1604880049820370653,26,0,,0.244685932994,0.251762717962,0.14030186832,-0.0943313091993,1.15378057957,-0.113615907729,-2.46889499067e-06,
1604880049928149027,27,0,,0.238423466682,0.247090309858,0.149816721678,-0.12024743855,1.16451823711,-0.120295159519,-1.23343784253e-06,
1604880050021902283,28,0,,0.236011490226,0.253016620874,0.163399636745,-0.143292635679,1.16757762432,-0.131112918258,-3.99566233682e-05,
1604880050124413231,29,0,,0.236248895526,0.257901370525,0.173046916723,-0.164567142725,1.18060278893,-0.137831404805,-3.97364383389e-05,
1604880050225075927,30,0,,0.231528759003,0.264631032944,0.182085305452,-0.171797603369,1.18933236599,-0.145647823811,-4.8765909014e-05,
1604880050321430072,31,0,,0.221646949649,0.267686188221,0.188020437956,-0.179220288992,1.20628619194,-0.149785280228,-3.21897023241e-05,
1604880050426418618,32,0,,0.209535822272,0.267353564501,0.190441265702,-0.186054348946,1.20762991905,-0.156684741378,-3.98100310122e-05,
1604880050525663850,33,0,,0.197302535176,0.274502724409,0.192777916789,-0.201588988304,1.20360338688,-0.164831295609,-4.08545674873e-05,
1604880050624447344,34,0,,0.189331069589,0.281657606363,0.191645428538,-0.21900574863,1.18772220612,-0.174287214875,-3.18493039231e-05,
1604880050726103786,35,0,,0.182334929705,0.290288388729,0.189592808485,-0.239034160972,1.16485249996,-0.184418275952,-3.17417870974e-05,
1604880050821444716,36,0,,0.174351975322,0.29956677556,0.185069262981,-0.251347094774,1.14640653133,-0.191751688719,-2.49493568845e-05,
1604880050925413076,37,0,,0.16479408741,0.302215158939,0.178197786212,-0.260819286108,1.12279772758,-0.198801293969,-1.54670324264e-05,
1604880051021083685,38,0,,0.153502911329,0.30671492219,0.170562177896,-0.268745839596,1.10129988194,-0.20296280086,-9.53372364165e-06,
1604880051121837590,39,0,,0.143998488784,0.308774650097,0.159970909357,-0.277209043503,1.07123672962,-0.206541359425,-5.54770394956e-06,
1604880051221327211,40,0,,0.13551454246,0.310683786869,0.150653928518,-0.292773455381,1.03317940235,-0.209027215838,-3.12756378662e-06,
1604880051325900569,41,0,,0.129533052444,0.31445863843,0.141010090709,-0.305073052645,0.992478370667,-0.20834185183,-4.69970700578e-07,
1604880051428126827,42,0,,0.123561263084,0.316467374563,0.132583901286,-0.319326967001,0.949231803417,-0.2049331218,-4.81786955788e-05,
1604880051525517578,43,0,,0.116611286998,0.318810462952,0.12245079875,-0.326311796904,0.909289717674,-0.194033816457,-1.89767797565e-05,
1604880051621923783,44,0,,0.10835749656,0.318430393934,0.113292589784,-0.332253336906,0.868998885155,-0.179394617677,-9.01775365492e-06,
1604880051724619000,45,0,,0.0979739651084,0.315998017788,0.104712955654,-0.341320633888,0.82191991806,-0.163674414158,-1.3552502196e-06,
1604880051822479778,46,0,,0.0893745869398,0.316661089659,0.0971189290285,-0.349302589893,0.778478145599,-0.140547737479,2.32771611763e-07,
1604880051925240364,47,0,,0.0815895348787,0.316260695457,0.0910387188196,-0.36010864377,0.731834590435,-0.121173337102,-1.90550381376e-05,
1604880052022494736,48,0,,0.0741822943091,0.319458842278,0.0867170244455,-0.365945458412,0.689068615437,-0.0946408510208,-5.11855205332e-06,
1604880052121639538,49,0,,0.0669311061502,0.320132434368,0.0825038328767,-0.371240824461,0.651122391224,-0.06893376261,-2.4073128202e-07,
1604880052222424793,50,0,,0.0567163378,0.319623172283,0.0792340263724,-0.375540971756,0.611918330193,-0.0480127595365,-1.49019679156e-05,
1604880052325098479,51,0,,0.0463500022888,0.319831609726,0.0757223069668,-0.377614408731,0.577211976051,-0.0157813504338,-2.32350274132e-07,
1604880052422730459,52,0,,0.0355956554413,0.317123174667,0.0741899907589,-0.379789710045,0.544375896454,0.00573194259778,-6.97785708326e-06,
1604880052522197840,53,0,,0.0262787751853,0.317187815905,0.0730522200465,-0.380478084087,0.51515096426,0.0313435830176,-2.01716511583e-06,
1604880052623563032,54,0,,0.0165526997298,0.315845191479,0.0726710855961,-0.382101207972,0.487008869648,0.0532533861697,-3.82903272111e-05,
1604880052722586206,55,0,,0.00782711990178,0.315132528543,0.0731368735433,-0.381447196007,0.462252736092,0.0766559690237,-2.85495502794e-06,
1604880052822679174,56,0,,-0.00121411995497,0.314615756273,0.0741505399346,-0.379074305296,0.441049039364,0.100179187953,-3.74154333258e-05,
1604880052925646669,57,0,,-0.0116637190804,0.31112498045,0.0755554437637,-0.375580042601,0.42530015111,0.116970971227,-3.77086030312e-06,
1604880053024086915,58,0,,-0.0216197893023,0.309943795204,0.0774867162108,-0.370519071817,0.412266343832,0.136544629931,-2.97384667647e-05,
1604880053125627957,59,0,,-0.0315873734653,0.305511474609,0.0791386514902,-0.365108549595,0.404056459665,0.150623083115,-4.01804800276e-06,
1604880053221034916,60,0,,-0.040988381952,0.305080443621,0.0820738077164,-0.359351783991,0.396414250135,0.165106803179,-4.71150124213e-05,
1604880053324018182,61,0,,-0.0493018291891,0.30350920558,0.0840846076608,-0.354021251202,0.392529010773,0.176570862532,-1.14325030154e-05,
1604880053427343405,62,0,,-0.0592315979302,0.301924347878,0.0860979631543,-0.347066700459,0.392508178949,0.184017926455,-1.32454579216e-06,
1604880053528955627,63,0,,-0.0688392519951,0.300209462643,0.0870845019817,-0.339230358601,0.395477384329,0.189429298043,-4.69722290291e-05,
1604880053628383068,64,0,,-0.0775976702571,0.298210054636,0.0876250267029,-0.33121162653,0.399484455585,0.193695992231,-5.35790422873e-06,
1604880053726798204,65,0,,-0.0869001075625,0.297582834959,0.0872832089663,-0.32349011302,0.406592339277,0.194792166352,-9.61502678365e-07,
1604880053822863300,66,0,,-0.0955352038145,0.296039104462,0.0862280800939,-0.315208345652,0.413885951042,0.194151803851,-2.00188438271e-07,
1604880053926668851,67,0,,-0.105439305305,0.29296836257,0.0841330364347,-0.305371046066,0.424190819263,0.193166896701,-2.37383828789e-05,
1604880054029238679,68,0,,-0.113682813942,0.292179375887,0.0813648030162,-0.298010826111,0.432890862226,0.18703186512,-2.39203727688e-05,
1604880054123280514,69,0,,-0.120967522264,0.291517168283,0.0774046927691,-0.291273146868,0.442725002766,0.17883759737,-2.39229866565e-05,
1604880054226022831,70,0,,-0.129002392292,0.289813041687,0.0733280107379,-0.282981097698,0.453274786472,0.170049548149,-2.97618080367e-05,
1604880054329919562,71,0,,-0.137548968196,0.288162887096,0.0683592036366,-0.274852126837,0.463589549065,0.159985646605,-1.41444317592e-07,
1604880054428727996,72,0,,-0.145328894258,0.28753143549,0.0627259090543,-0.267961621284,0.472486764193,0.14742808044,-4.44442861181e-07,
1604880054525409429,73,0,,-0.152788177133,0.286958098412,0.0563520044088,-0.261495620012,0.480980962515,0.134863644838,-2.48537617153e-06,
1604880054628409575,74,0,,-0.161037296057,0.28580302,0.0499880053103,-0.253802388906,0.488795250654,0.121620409191,-1.47047467181e-05,
1604880054724022243,75,0,,-0.168308064342,0.287205725908,0.0429189316928,-0.248347729445,0.495584011078,0.106776744127,-4.65346893179e-05,
1604880054822188650,76,0,,-0.17491056025,0.288332313299,0.0354595258832,-0.243324026465,0.501462221146,0.0896169021726,-2.60824572251e-06,
1604880054928114872,77,0,,-0.182547047734,0.288929790258,0.0287592001259,-0.237110719085,0.505376517773,0.0758522823453,-2.95060672215e-05,
1604880055021199132,78,0,,-0.189938873053,0.292605608702,0.0200805645436,-0.232603266835,0.509599626064,0.0582837164402,-2.68601229436e-06,
1604880055128144709,79,0,,-0.19738137722,0.293178617954,0.0114692058414,-0.227002993226,0.512588441372,0.0425039306283,-4.60736906405e-08,
1604880055223419779,80,0,,-0.204937770963,0.297659873962,0.00311608286574,-0.221882939339,0.513480782509,0.0254139918834,-1.52334159793e-05,
1604880055327181121,81,0,,-0.212327331305,0.299340069294,-0.00571802677587,-0.217363715172,0.51540595293,0.0108409449458,-4.48636819783e-06,
1604880055424066884,82,0,,-0.219809710979,0.305067390203,-0.0152295539156,-0.211906209588,0.513390660286,-0.00627891020849,-7.85053885011e-07,
1604880055522910398,83,0,,-0.226653501391,0.310255616903,-0.0258291643113,-0.207852348685,0.513393938541,-0.0223062671721,-3.80554374715e-05,
1604880055626083282,84,0,,-0.234246462584,0.314586818218,-0.034945115447,-0.201952084899,0.510089337826,-0.036565605551,-1.50073601617e-05,
1604880055722031129,85,0,,-0.242398619652,0.322678089142,-0.0444242060184,-0.196610733867,0.507329106331,-0.0524026043713,-3.63558228855e-06,
1604880055827886831,86,0,,-0.249928489327,0.327453911304,-0.0529885217547,-0.190813690424,0.504410922527,-0.0656616017222,-1.42469355069e-06,
1604880055928307068,87,0,,-0.258181661367,0.337419837713,-0.0623108744621,-0.18390609324,0.498266100883,-0.0805777981877,-4.44272870936e-07,
1604880056024358474,88,0,,-0.265526115894,0.344800978899,-0.071153588593,-0.177579969168,0.49384483695,-0.0927397459745,-4.68272883154e-05,
1604880056124336983,89,0,,-0.272256195545,0.352431982756,-0.079668186605,-0.170658156276,0.488098561764,-0.10544847697,-4.31356147601e-06,
1604880056222718289,90,0,,-0.280766129494,0.364155143499,-0.0880613997579,-0.162635326385,0.480719000101,-0.11690274626,-9.56269730068e-08,
1604880056326734819,91,0,,-0.287588894367,0.371087640524,-0.0967177599669,-0.154468894005,0.47563174367,-0.126266315579,-7.14506995791e-06,
1604880056425248155,92,0,,-0.294505745173,0.380838751793,-0.105843819678,-0.145710662007,0.468203127384,-0.136143535376,2.31006715978e-08,
1604880056525004135,93,0,,-0.300784349442,0.388266384602,-0.114027731121,-0.136710420251,0.462302714586,-0.144156172872,-2.95891550195e-06,
1604880056624592625,94,0,,-0.307159245014,0.398313343525,-0.12427996099,-0.127190768719,0.454543381929,-0.152786359191,-1.85660137504e-05,
1604880056728258057,95,0,,-0.312889993191,0.405841499567,-0.132915988564,-0.117180384696,0.448815137148,-0.159332096577,-2.94267701975e-05,
1604880056825407499,96,0,,-0.318630933762,0.415303707123,-0.143929496408,-0.107238911092,0.441837072372,-0.166513860226,-4.61187155452e-05,
1604880056930936252,97,0,,-0.323273360729,0.421401798725,-0.154303476214,-0.0967963635921,0.437033057213,-0.171601638198,1.56201721779e-07,
1604880057026414441,98,0,,-0.328619271517,0.430199861526,-0.163767904043,-0.0857562795281,0.429416626692,-0.177157476544,2.25887973215e-07,
1604880057129906765,99,0,,-0.332254052162,0.435552537441,-0.173443928361,-0.0765370726585,0.426209867001,-0.180834025145,2.00297947117e-07,
1604880057226355089,100,0,,-0.336666941643,0.441957771778,-0.182514205575,-0.0639517903328,0.420008987188,-0.185456886888,-3.68193323084e-05,
1604880057326089969,101,0,,-0.339855402708,0.446699619293,-0.191417053342,-0.0546022094786,0.417764484882,-0.188209533691,-3.70395355276e-05,
1604880057422685173,102,0,,-0.34247559309,0.450081378222,-0.199065342546,-0.0431439392269,0.412688076496,-0.191351115704,-8.57529357745e-06,
1604880057525650268,103,0,,-0.345102399588,0.453042298555,-0.207170575857,-0.0315923392773,0.411756664515,-0.193441286683,-1.20720983432e-06,
1604880057622404942,104,0,,-0.346707224846,0.455116003752,-0.213583692908,-0.0210111103952,0.408548861742,-0.195720881224,7.94465435661e-08,
1604880057726511332,105,0,,-0.34762725234,0.455871969461,-0.220119103789,-0.010274220258,0.408565670252,-0.197254225612,-1.11843964987e-05,
1604880057824442000,106,0,,-0.347449541092,0.455816447735,-0.225291922688,5.6946209952e-05,0.405219852924,-0.199609205127,-4.93440393257e-06,
1604880057926164960,107,0,,-0.346720159054,0.455250620842,-0.230269238353,0.0102190533653,0.406056463718,-0.200913116336,-2.76874231986e-07,
1604880058021934448,108,0,,-0.345002770424,0.453747361898,-0.234988629818,0.0201841890812,0.4043828547,-0.203278332949,-3.65267806046e-05,
1604880058127352253,109,0,,-0.342729330063,0.451911002398,-0.238582864404,0.0307125076652,0.405680209398,-0.204271987081,-1.11185463538e-05,
1604880058224739853,110,0,,-0.339395016432,0.448952466249,-0.242401972413,0.0404474921525,0.404556542635,-0.206447780132,-2.67456175607e-06,
1604880058322213013,111,0,,-0.335943192244,0.446862101555,-0.245056539774,0.0487882122397,0.40512111783,-0.208192422986,-7.46162868381e-07,
1604880058425589666,112,0,,-0.331490248442,0.44568285346,-0.247418239713,0.0583607852459,0.406651705503,-0.210188239813,-3.66855674656e-05,
1604880058524855708,113,0,,-0.32619920373,0.44270953536,-0.248982653022,0.0670094639063,0.406134963036,-0.212427809834,-1.80157148861e-05,
1604880058623462043,114,0,,-0.321981877089,0.442438989878,-0.249339818954,0.0742903128266,0.408110678196,-0.214111953974,-8.74164652487e-06,
1604880058726090580,115,0,,-0.316474527121,0.442473381758,-0.249442979693,0.0834850892425,0.410226583481,-0.216029316187,-2.76990954262e-06,
1604880058823958428,116,0,,-0.311183005571,0.441570341587,-0.249040707946,0.0912206023932,0.411545038223,-0.217878520489,-1.33748028475e-06,
1604880058927444321,117,0,,-0.306134819984,0.44373100996,-0.247447788715,0.0990160405636,0.415433377028,-0.218996301293,-1.03150014752e-07,
1604880059022391272,118,0,,-0.300832927227,0.444256782532,-0.246050477028,0.106347851455,0.416645348072,-0.220737710595,1.4449456387e-07,
1604880059127523058,119,0,,-0.295073658228,0.447199136019,-0.243518546224,0.113752089441,0.421076416969,-0.221171781421,-2.32861966651e-05,
1604880059225294237,120,0,,-0.289673298597,0.448666781187,-0.241147086024,0.120750017464,0.42293637991,-0.222151562572,-1.1308023204e-05,
1604880059323370064,121,0,,-0.284475296736,0.450745940208,-0.238377586007,0.127126634121,0.426203161478,-0.222277328372,-8.86663929123e-06,
1604880059429024427,122,0,,-0.278215348721,0.45372530818,-0.234412014484,0.135109931231,0.430144160986,-0.222092106938,-2.90739330921e-06,
1604880059526711386,123,0,,-0.272712886333,0.45520439744,-0.230023235083,0.141868367791,0.432425767183,-0.221800178289,-2.10958478419e-06,
1604880059628309258,124,0,,-0.266252785921,0.458797991276,-0.223346203566,0.149616345763,0.436518609524,-0.220931604505,-1.89687142438e-07,
1604880059726464904,125,0,,-0.260061562061,0.461418122053,-0.215999484062,0.157113596797,0.437797576189,-0.220360055566,-4.60717856186e-05,
1604880059820723679,126,0,,-0.253917992115,0.465118736029,-0.205523878336,0.164140462875,0.439842760563,-0.219109773636,-2.94753481285e-05,
1604880059921308735,127,0,,-0.247304975986,0.469978362322,-0.193872272968,0.171977773309,0.440654814243,-0.218328624964,-1.8532773538e-05,
1604880060024200370,128,0,,-0.239371046424,0.47641775012,-0.178372323513,0.180614292622,0.441600620747,-0.217662259936,-1.44277646541e-05,
1604880060132876540,129,0,,-0.231467664242,0.484750837088,-0.160500600934,0.188410609961,0.443099528551,-0.216706603765,-2.8612278129e-06,
1604880060226099909,130,0,,-0.225769400597,0.492818832397,-0.141865849495,0.195673629642,0.440829694271,-0.216559410095,-1.43018576182e-06,
1604880060328898135,131,0,,-0.219108238816,0.501348674297,-0.122196145356,0.202028304338,0.440762490034,-0.215954050422,-9.19445426462e-07,
1604880060426880333,132,0,,-0.211491033435,0.514533817768,-0.0964189246297,0.210129633546,0.439140379429,-0.21647799015,-1.11271603487e-07,
1604880060526174965,133,0,,-0.203966930509,0.525686979294,-0.0760186985135,0.215977668762,0.439041614532,-0.216047719121,-1.30649837615e-07,
1604880060630906422,134,0,,-0.195249453187,0.542342185974,-0.0487807020545,0.222912177444,0.438400745392,-0.216562464833,-2.34049421124e-05,
1604880060728533421,135,0,,-0.188159018755,0.557012140751,-0.0246338360012,0.228746056557,0.436460614204,-0.21724575758,-8.91874969966e-06,
1604880060825353904,136,0,,-0.180659160018,0.572147786617,0.00205561844632,0.233286246657,0.436812251806,-0.217632591724,-2.95130234917e-06,
1604880060920387315,137,0,,-0.173454135656,0.591192424297,0.0297031607479,0.238471224904,0.435737341642,-0.218943998218,-1.54565739763e-07,
1604880061026210307,138,0,,-0.162241414189,0.613499581814,0.0597842186689,0.242914393544,0.437232911587,-0.219906687737,-3.72814538423e-05,
1604880061124343784,139,0,,-0.154288724065,0.635603368282,0.0896953865886,0.246478930116,0.43680793047,-0.221509769559,-8.88824251888e-06,
1604880061226864922,140,0,,-0.143698081374,0.662265181541,0.116857200861,0.249466150999,0.438457667828,-0.222851231694,-2.79585492535e-06,
1604880061323864684,141,0,,-0.13612921536,0.691583931446,0.140640676022,0.252295464277,0.439613163471,-0.224780201912,-4.75457818538e-05,
1604880061426346092,142,0,,-0.122880235314,0.725748538971,0.164583101869,0.255035400391,0.442048460245,-0.22586324811,-6.82408744979e-06,
1604880061525301554,143,0,,-0.113160207868,0.759111166,0.180192619562,0.256440907717,0.444639116526,-0.227244704962,-3.37171286446e-07,
1604880061628885547,144,0,,-0.0990023687482,0.798299908638,0.19209729135,0.25832426548,0.447418481112,-0.228134274483,-6.88999580234e-06,
1604880061727484432,145,0,,-0.0889184176922,0.836394906044,0.200632497668,0.259612619877,0.450649648905,-0.227443307638,1.58547965867e-08,
1604880061828166948,146,0,,-0.0745868459344,0.86651968956,0.193791106343,0.260937839746,0.454732745886,-0.229518219829,-1.1386998267e-05,
1604880061926162405,147,0,,-0.0633507221937,0.905838727951,0.187400326133,0.262458533049,0.457805842161,-0.229354277253,-3.86669889849e-05,
1604880062025914675,148,0,,-0.0515326112509,0.930735528469,0.175266623497,0.263486802578,0.463044673204,-0.228493019938,-8.87345322553e-06,
1604880062127685855,149,0,,-0.0384723469615,0.963142335415,0.158217698336,0.265722990036,0.467593163252,-0.227346837521,-4.76553213957e-05,
1604880062222631677,150,0,,-0.02499987185,0.985315024853,0.140952944756,0.267023473978,0.472319722176,-0.225765630603,-8.80450079421e-06,
1604880062329377155,151,0,,-0.00867320783436,1.01070725918,0.120253294706,0.268653661013,0.476802587509,-0.223388060927,-2.31095981462e-07,
1604880062425529781,152,0,,0.00556696392596,1.02859354019,0.0981168746948,0.269997030497,0.480916172266,-0.220184102654,-3.72527188119e-06,
1604880062522072555,153,0,,0.0192716754973,1.0409924984,0.0764123946428,0.271982729435,0.484736829996,-0.216358989477,-4.6805551392e-05,
1604880062628035317,154,0,,0.0338704884052,1.0524045229,0.0514161586761,0.274586051702,0.489557862282,-0.210751414299,-8.80617153598e-06,
1604880062725825405,155,0,,0.0472394749522,1.0557128191,0.0289300978184,0.276751101017,0.493114709854,-0.204049065709,2.13734068666e-07,
1604880062824448070,156,0,,0.0600861236453,1.05541479588,0.00842605438083,0.278391093016,0.495679736137,-0.196659207344,-1.43489905895e-05,
1604880062925063736,157,0,,0.0770715326071,1.04884958267,-0.0150061519817,0.279350310564,0.498948097229,-0.188114672899,-1.43369106809e-07,
1604880063026037470,158,0,,0.0920212268829,1.03763782978,-0.0315425246954,0.279958307743,0.500379741192,-0.178128987551,-1.80318274943e-05,
1604880063126025589,159,0,,0.109471268952,1.01890599728,-0.0513173937798,0.279998272657,0.503425180912,-0.167884588242,-5.04406671098e-07,
1604880063222371424,160,0,,0.125657007098,0.994202494621,-0.0652116313577,0.280030936003,0.506196677685,-0.156586542726,-1.40225583891e-05,
1604880063322032314,161,0,,0.142461493611,0.963780224323,-0.077198587358,0.279794186354,0.510027468204,-0.145027413964,-1.58951183948e-06,
1604880063424011753,162,0,,0.161092728376,0.926087498665,-0.087680645287,0.278938859701,0.516132771969,-0.134823516011,-1.78084374056e-05,
1604880063533288380,163,0,,0.179435521364,0.887888789177,-0.0947062969208,0.27783203125,0.521468818188,-0.124509632587,-9.67758978732e-07,
1604880063626877948,164,0,,0.199206203222,0.848355352879,-0.0985205620527,0.275924921036,0.527603149414,-0.115750484169,-2.26490337809e-05,
1604880063724835855,165,0,,0.220171198249,0.807364106178,-0.101256005466,0.273786485195,0.533241331577,-0.10636882484,-2.32130832956e-06,
1604880063827603222,166,0,,0.239782243967,0.769817650318,-0.101291567087,0.271927952766,0.540179491043,-0.098871126771,-2.26287520491e-05,
1604880063926793964,167,0,,0.261427253485,0.729451954365,-0.100350797176,0.270843029022,0.548618078232,-0.0919017717242,-8.76070828326e-07,
1604880064024809701,168,0,,0.280760884285,0.693911612034,-0.0982391759753,0.269807249308,0.557657659054,-0.0851222872734,-2.26708016271e-05,
1604880064127517607,169,0,,0.301139354706,0.657418608665,-0.0936910361052,0.269388198853,0.567977368832,-0.0790584087372,-1.57252850386e-06,
1604880064229464737,170,0,,0.319493204355,0.62541526556,-0.0904569253325,0.268649607897,0.577628314495,-0.072832301259,-1.39552248584e-05,
1604880064325399034,171,0,,0.338019311428,0.59293627739,-0.0866397321224,0.26764908433,0.587358295918,-0.066830702126,-1.10113353458e-06,
1604880064429833223,172,0,,0.355029463768,0.562863707542,-0.0795364007354,0.266350597143,0.599050283432,-0.0613498575985,-1.09156208055e-05,
1604880064526958384,173,0,,0.37211561203,0.530422091484,-0.0758458226919,0.265385895967,0.609289467335,-0.0559349581599,-1.66363815879e-06,
1604880064628481496,174,0,,0.385674595833,0.501993894577,-0.0706332996488,0.26454398036,0.621090710163,-0.0501805730164,-2.91508604278e-05,
1604880064728184206,175,0,,0.401363372803,0.4659909904,-0.0652483254671,0.263372033834,0.633056282997,-0.0440488159657,-3.52771917278e-06,
1604880064829350749,176,0,,0.412645846605,0.434697240591,-0.0593058280647,0.263637065887,0.643640220165,-0.0382763892412,1.32933536179e-07,
1604880064923821053,177,0,,0.427677154541,0.392972499132,-0.0513637363911,0.262464880943,0.655425012112,-0.0321148522198,-1.42769094964e-05,
